,algorithm,environment_info,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd
2,RF_,Simulated HBD,0.9223762469414644,0.99,0.9545656753909731,0.934896214896215,0.0400962276590636,0.0210818510677892,0.0256135854350566,0.0340695359884989,0.5025641025641026,1.0,0.6689265536723163,0.5580808080808082,0.0054056028378946,0.0,0.0047642601283139,0.0053236997645931,0.5000674763832659,0.985,0.663315799727255,0.5546673126614987,0.0122471649368969,0.0241522945769824,0.0151876862383759,0.013193098684848,0.5149855699855699,0.245,0.3293700010593781,0.4183547457444516,0.1637496114083142,0.1012422836565829,0.1236690332240415,0.1431187163181982
2,A2C,Simulated HBD,0.9223762469414644,0.99,0.9545656753909731,0.934896214896215,0.0400962276590636,0.0210818510677892,0.0256135854350566,0.0340695359884989,0.5025641025641026,1.0,0.6689265536723163,0.5580808080808082,0.0054056028378946,0.0,0.0047642601283139,0.0053236997645931,0.5000674763832659,0.985,0.663315799727255,0.5546673126614987,0.0122471649368969,0.0241522945769824,0.0151876862383759,0.013193098684848,0.5149855699855699,0.245,0.3293700010593781,0.4183547457444516,0.1637496114083142,0.1012422836565829,0.1236690332240415,0.1431187163181982
47,DQN,Simulated HBD,0.8674106612341907,0.875,0.8698339371831028,0.8680404378230465,0.0524615594350602,0.0754615428178118,0.0560382547410793,0.0512872629829419,0.4557379131876035,0.39,0.4166149379294851,0.4379399439541703,0.0946187854868656,0.1242756792153816,0.1094789227257255,0.0997991624339124,0.5039136302294197,0.99,0.667816091954023,0.5587635071646699,0.010710599147261,0.0210818510677892,0.012531918592319,0.0112702203422705,0.5941666666666666,0.185,0.2779910319565492,0.4039210789210788,0.201692300176822,0.0747217059048663,0.1023068781188441,0.1372430286380386
32,PPO,Simulated HBD,0.7863582311408399,1.0,0.8798312058041422,0.8211579334180836,0.0428406900995766,0.0,0.0265330364873192,0.0372225908796903,0.3033333333333333,0.025,0.0448341803124411,0.0876488095238095,0.4056544780420346,0.0263523138347364,0.0474522588259462,0.0953992983017438,0.5039811066126856,0.98,0.6655756867329047,0.5581835799859055,0.018573241357813,0.034960294939005,0.0231816318351392,0.0200967404187533,0.5692513368983957,0.355,0.433790051911494,0.5045172674332891,0.1158231106559495,0.1065885130354632,0.1076977832065926,0.1100710076832412
91,RF_,Simulated LBD,0.9604260651629072,0.945,0.9520288996412232,0.9568965997770345,0.030704044606809,0.036893239368631,0.0222380712055161,0.0244280298478763,0.4822453934953935,0.445,0.4605155997903109,0.4726291341508732,0.1277325042151721,0.1403368962334725,0.1309091946598278,0.1279460408319807,0.3,0.02,0.0372294372294372,0.0773809523809523,0.4216370213557839,0.0258198889747161,0.0480846536211452,0.1003897669894723,0.4169444444444444,0.1,0.1565259772711046,0.2431814713064713,0.1965775849723977,0.0623609564462323,0.0887133482711666,0.1231020312003152
121,A2C,Simulated LBD,0.6521522230087302,1.0,0.7892612139195301,0.7008268219568528,0.0221291193031085,0.0,0.0163101474030707,0.0204891772683644,0.5157274683590473,1.0,0.6804228572600408,0.5710048994932715,0.0123687424745789,0.0,0.0107193967590403,0.0121123630496185,0.4933818433818433,0.965,0.6528499800055368,0.5468000184569952,0.0143874855073522,0.0474341649025256,0.0231120597280627,0.0170327425816313,0.5181926406926407,0.205,0.2914358956249946,0.3930876415251415,0.1759523592810269,0.0926462807312486,0.1224269314113566,0.1505743649468615
106,DQN,Simulated LBD,0.8286682882335057,1.0,0.9057027008493136,0.8577417000665054,0.0454454280097202,0.0,0.0270677561260836,0.0389077767080232,0.3782323232323232,0.1399999999999999,0.2015679181363274,0.2774914321789322,0.1911931475042528,0.0809663853432741,0.1106073846207751,0.1455545461493167,0.5,0.98,0.6621274108708357,0.5542855884425651,0.0104679048836888,0.0258198889747161,0.0143031771788483,0.0116421890740942,0.6331043303102126,0.4599999999999999,0.5301750289315205,0.5864335062521645,0.0646675588223202,0.0699205898780101,0.0589303507495559,0.0565460776817728
106,PPO,Simulated LBD,0.8286682882335057,1.0,0.9057027008493136,0.8577417000665054,0.0454454280097202,0.0,0.0270677561260836,0.0389077767080232,0.3782323232323232,0.1399999999999999,0.2015679181363274,0.2774914321789322,0.1911931475042528,0.0809663853432741,0.1106073846207751,0.1455545461493167,0.5,0.98,0.6621274108708357,0.5542855884425651,0.0104679048836888,0.0258198889747161,0.0143031771788483,0.0116421890740942,0.6331043303102126,0.4599999999999999,0.5301750289315205,0.5864335062521645,0.0646675588223202,0.0699205898780101,0.0589303507495559,0.0565460776817728
90,RF_,Simulated NBD,0.896542913608131,0.96,0.9260481360197752,0.9078664845690708,0.0593796801582875,0.0316227766016838,0.0347413265659684,0.0489234430543223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5267424663767823,0.8300000000000001,0.644283199491698,0.5681814748184717,0.0161684695397787,0.0483045891539647,0.0254736597985549,0.0189441506406047,0.4203246753246753,0.12,0.1823597785130042,0.2717747326203208,0.2665101677246353,0.0586893895388633,0.0923952737148501,0.1494834172064716
15,A2C,Simulated NBD,0.7649773937817417,0.955,0.849091098146667,0.7964696637136501,0.0447010456799475,0.0497214463005876,0.0432227006067972,0.0436891535431355,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.5054768331084121,0.98,0.6668051264924438,0.5596225657024012,0.0167137723531885,0.0258198889747161,0.0178209566185301,0.0171237117410872,0.501984126984127,0.1399999999999999,0.2157505648884958,0.3239989177489177,0.2116422784290617,0.0809663853432741,0.1144105325349135,0.1540063320449817
15,DQN,Simulated NBD,0.7649773937817417,0.955,0.849091098146667,0.7964696637136501,0.0447010456799475,0.0497214463005876,0.0432227006067972,0.0436891535431355,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.5054768331084121,0.98,0.6668051264924438,0.5596225657024012,0.0167137723531885,0.0258198889747161,0.0178209566185301,0.0171237117410872,0.501984126984127,0.1399999999999999,0.2157505648884958,0.3239989177489177,0.2116422784290617,0.0809663853432741,0.1144105325349135,0.1540063320449817
105,PPO,Simulated NBD,0.9791176470588236,0.665,0.7880376069346657,0.8908058917346844,0.0341375808843942,0.0973253421377095,0.0713741072519404,0.0433867434395032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4945906432748537,0.965,0.6538566975592107,0.5479679810011631,0.0142555116359321,0.052967495273569,0.0242505182542691,0.0172340827075805,0.6693223443223444,0.43,0.518478835978836,0.5967436974789916,0.0867215633714971,0.1085254706406646,0.1044743948341035,0.0949758036423258
